strike_0.8_maturity_30,strike_0.8_maturity_60,strike_0.8_maturity_90,strike_0.8_maturity_120,strike_0.8_maturity_150,strike_0.8_maturity_180,strike_0.8_maturity_360,strike_0.85_maturity_30,strike_0.85_maturity_60,strike_0.85_maturity_90,strike_0.85_maturity_120,strike_0.85_maturity_150,strike_0.85_maturity_180,strike_0.85_maturity_360,strike_0.9_maturity_30,strike_0.9_maturity_60,strike_0.9_maturity_90,strike_0.9_maturity_120,strike_0.9_maturity_150,strike_0.9_maturity_180,strike_0.9_maturity_360,strike_0.95_maturity_30,strike_0.95_maturity_60,strike_0.95_maturity_90,strike_0.95_maturity_120,strike_0.95_maturity_150,strike_0.95_maturity_180,strike_0.95_maturity_360,strike_1.0_maturity_30,strike_1.0_maturity_60,strike_1.0_maturity_90,strike_1.0_maturity_120,strike_1.0_maturity_150,strike_1.0_maturity_180,strike_1.0_maturity_360,strike_1.05_maturity_30,strike_1.05_maturity_60,strike_1.05_maturity_90,strike_1.05_maturity_120,strike_1.05_maturity_150,strike_1.05_maturity_180,strike_1.05_maturity_360,strike_1.1_maturity_30,strike_1.1_maturity_60,strike_1.1_maturity_90,strike_1.1_maturity_120,strike_1.1_maturity_150,strike_1.1_maturity_180,strike_1.1_maturity_360,strike_1.15_maturity_30,strike_1.15_maturity_60,strike_1.15_maturity_90,strike_1.15_maturity_120,strike_1.15_maturity_150,strike_1.15_maturity_180,strike_1.15_maturity_360,strike_1.2_maturity_30,strike_1.2_maturity_60,strike_1.2_maturity_90,strike_1.2_maturity_120,strike_1.2_maturity_150,strike_1.2_maturity_180,strike_1.2_maturity_360
941.2138282658138,943.1794571222404,948.1166711269848,955.0226210987075,963.716029463716,973.5225747075388,1039.486462942557,706.7304396798831,713.4327882798689,724.6810832101737,737.6536971457581,752.0520850133653,766.8075285845302,856.0456076321052,476.89559986685435,495.6122191516729,516.6762339117176,537.4899424146624,558.3105766071053,579.019215689761,689.7116129409987,267.55606718705167,304.5262390449525,335.37599282156316,363.5658335002081,390.0017277767465,415.3714212572336,543.7058119368558,110.11084408682018,157.47132899817962,191.40177607496207,221.16537366155262,247.8653096826265,271.66504595594324,391.069982115177,29.235020892256784,64.5059450043068,92.18545260638734,117.38022167091435,139.03600541341416,158.36608267208885,260.3965615346124,4.809364455939857,20.869738209363618,37.92143661438183,55.96261044144239,72.62879304111414,88.46062915508764,179.96624937125034,0.45985697112967827,5.298844596080073,13.244071749737202,23.597060053772793,34.41381316207003,45.54964924117553,119.87700314734616,0.02433305371450256,1.0325359687666094,3.9524927389045814,8.863841729493572,14.958587068044949,21.75248129132615,76.94988378474011
944.2264726605254,946.0645692190519,950.8376231808425,957.7344804673676,966.6211727889868,976.68633776366,1052.0583291170615,708.9053327516713,715.4168983225127,726.5746834281181,739.7177187869347,754.5668308185072,769.7849228162095,870.5927081905825,478.1493760073654,496.7745070657843,517.987503013851,539.260109229936,560.6479578664412,582.1212558930179,706.2186213818131,268.2544331081317,305.1927224511046,336.4976287403092,365.385835370083,392.35881058100404,418.68930369979716,561.4164312816133,111.35509602696766,158.1163865257863,192.85382547025665,223.5481825604129,251.3219377452574,277.42675591226543,422.0315800923113,31.798508585471154,65.45051801075124,94.35692763516681,120.49709492620991,144.22425085765371,166.6701024168599,300.4345117884259,5.621644125408778,21.46743830984815,39.52185466988237,58.47407017054161,76.9223103726506,95.49804089323607,216.58546035021664,0.5882357075284332,5.5511144742210945,14.147054653727082,25.222956823156323,37.42036549060458,50.72125267363435,151.53916286392268,0.03313852095150249,1.1072481500324471,4.351920365011495,9.758994210360555,16.80663782486039,25.121496529289175,102.98903215192684
944.0307111648808,947.3147316193845,954.6914060738118,964.0970144403,975.4797654042491,987.8783002996174,1062.155535452228,709.3356328213517,718.8674316458846,733.4557661003196,749.5194492279543,766.963936550047,784.3106500513468,881.6759225250416,480.49624333468637,503.2674138481311,527.8435135415243,551.9631460887454,575.9773636156315,599.4884573331387,717.3233764875904,273.46343784677356,314.02833486598684,347.8134681952438,379.2905964944521,409.1549102197914,437.5594301822939,572.3487963645189,116.52626818488216,165.30912070835893,200.17710745972772,231.10135296098724,258.78060609088016,282.71761543363436,406.8174119618243,35.44053884829941,67.99155486885616,94.6723789819257,118.5283126086681,138.01225169413192,155.48566505480017,258.42440538675964,6.864811910251376,22.566669882603264,39.003561557394505,56.067274375573675,71.11521072698633,85.41897017139377,177.895408932465,0.8494199347496973,6.035983464589691,13.757310717880841,23.547223647617216,33.33002688050033,43.39701707279846,117.65618097135484,0.057677070076845194,1.267865941690438,4.216542421416861,8.893835982260725,14.44257266249457,20.437076128704064,74.7331179415072
940.993864766077,942.8073836112394,947.4013512503843,954.335062383494,962.939577383233,973.698040520309,1052.6944242957184,706.5702496369495,713.5031192854267,724.8576459234996,738.3410963731812,752.8234969578375,769.3540548185574,873.923526272436,477.55184936667047,497.79818411953056,519.8224686866411,541.2692691136149,562.238881133153,584.5725433756725,712.3319684232633,271.8048156680543,311.0805706430033,343.831447349296,372.11607724911846,397.8125709313881,424.46901228570914,570.4293912415719,120.95468843896697,170.93604166042996,210.49960106357048,243.1064496899694,270.96122334942766,296.8817000977133,423.2056191388756,41.30017180019604,81.20939847075101,118.22334000657997,149.65517439501355,177.5652613202824,199.6905813181238,302.11159375557554,9.223091727775852,31.935377369921866,58.34508662657777,83.0511460345167,106.27546335899797,125.14617183314817,219.91530721805884,1.3198651406286217,10.184238258296375,25.337000398889018,42.113303856157245,59.255735835473274,73.88359222178326,156.48251035069643,0.11696511795673814,2.623604604038775,9.614868935416581,19.366754329845662,30.67607088594133,41.359070402350994,108.74597449275313
941.8534459054376,943.6564086301041,948.2756982715864,955.454755169927,964.3832111581191,975.6053634050613,1063.2390554956237,707.2232658604166,714.519280215135,726.3053102300223,740.4189057937456,755.5147493468698,772.895700219477,887.2596496272927,478.5499233435926,500.0819432928215,523.093685850864,545.3816192391819,567.055019466301,590.2105894110373,728.5056253113239,275.0724010480094,315.92334924151646,350.1523538977817,379.1214673311597,405.0267665948054,432.42248732507824,588.7865546427743,128.47308523968422,179.3882657129975,222.16781891583605,256.91370026608365,285.66352914771824,313.9521475795277,456.87411208413323,52.351981893208176,91.73638744834011,134.13665346313473,169.63205664496013,201.51746657890453,227.7456171004137,352.4237771884377,14.095503109998447,39.58458832677536,71.79295593977554,100.8928220293451,128.22466250416596,151.14806629724126,267.6368700732835,2.610441910906175,14.137529977959787,34.3943437916447,55.578258333842655,76.90656699400927,95.4471775453145,200.25938048433704,0.31228803352925105,4.202606560816591,14.627450518166484,28.12447524624139,43.21988503997272,57.75090628737291,147.4227106278454
931.4968359529821,932.9072914090393,936.7200334791319,942.0685224529307,949.209360743785,956.7433321175504,1006.5231795542536,699.1112559295093,704.003209109007,713.0219287092191,723.6056895086203,736.042248869896,747.7673624503013,818.4182797844614,469.9506599839301,484.80111754674454,502.61156068397395,520.7455412404524,539.3803421193606,557.1620794801256,647.8587397927131,258.32675473691006,290.25299297641277,317.43009095201205,343.4116413525476,368.07666707297676,390.8497561857357,498.58692899958305,98.38213604942894,139.6470882463941,168.34127914440523,194.72543032291787,218.42289167008767,239.86257839640302,352.9598734660649,24.078727240488433,48.54677733815015,69.33480922793342,89.15647933726541,105.91510409517377,122.89768205062842,226.1038718452794,3.2138059221400113,12.373538284244546,23.068246242647888,35.65211286139004,47.294955482280216,60.20567987018762,148.57490381734965,0.23324988142369385,2.3522421641264373,6.203784439494797,12.07051150360462,18.486830059763463,26.42337215322499,92.79113380613308,0.007449956417168502,0.32332209081308605,1.3897876320439266,3.570103159529708,6.5480078424398585,10.50200245348114,55.15029058712469
928.779555604794,931.0120147651073,936.4426709779464,943.9257714138298,953.2540145329613,965.1045254086093,1040.9129855892547,697.4004858661451,704.4143883297829,716.006863932932,729.5918558806338,744.4788548004326,761.3951890806402,862.5099467070181,470.41561400029696,489.0023582238273,510.061486175558,531.4373884761512,552.6853142428145,576.0840653117325,700.1522472456581,262.94454518053726,298.8592568654117,329.3973027212087,358.1800711046162,385.3718644086871,413.7559524538333,557.2558406633111,105.9854252118489,150.68163837761313,183.39333737665493,211.621100633698,237.72705653022877,259.5956195605718,375.2981147814453,27.74706639038243,56.58001487678757,81.2698437840802,101.64444923362953,120.11751473805748,133.16157550037838,213.288358007366,4.250890995278553,16.39481588891391,30.46704576789375,44.11642660449604,57.95627602049524,67.92752684252082,138.87970387418272,0.36567872525274225,3.6260482389618858,9.425304267634658,16.577689762881732,24.87053893092599,31.407629815248015,85.84072579612075,0.014684113574459756,0.591159625940783,2.436199321997691,5.423944940326805,9.654606832538093,13.21070587278274,50.47456932214129
927.9973332104478,932.6744451832224,942.3955503325301,954.5030026072313,969.0652681928873,986.7534386237767,1099.3242227186324,697.609769356367,709.3131898075535,726.5042635258192,745.7839779326378,766.6248480428053,789.4213581455433,930.6550426684885,473.33800171566327,498.279606182251,525.2868874553396,552.9239336531191,580.3707312505421,610.3141347222945,775.8906457497392,270.3575610182561,311.850495182337,347.59135190772076,382.75277356180595,416.5626295996649,451.93120581516087,637.7654632714384,114.79623788698063,161.89099135386732,196.8251546757583,227.95602345416137,258.056128246762,283.66227217693404,445.4446566274478,34.74123766991795,61.90384833031726,86.53917505580716,106.27971604775803,124.99972458655407,139.42336602861246,259.1468168249314,6.577479466029558,18.907428159626022,33.18768974300019,46.608389780493326,60.9322044279661,72.20131658745504,180.16590589122757,0.7789929315220832,4.599626928915427,10.689240228218978,17.865344352538727,26.656603252279865,34.271179199360404,119.8278900727446,0.043362294202887064,0.8522150141599738,2.9552915827584343,6.0767519017183815,10.729262227474663,14.853199841472303,76.4799122469243
918.1717165234227,919.714280929687,923.9206414695072,930.0281002078373,938.2854375158945,948.3728253781424,1024.2184124136743,689.0924308521335,694.2590601249253,703.8095180319924,715.5464540186249,729.3737491331085,744.2078025238661,846.7428660995811,463.1389433366512,478.257280540759,496.70983366161136,516.3571365057378,536.4876024948649,558.3137689247401,685.5310424902291,254.48348435983416,286.07166195447735,314.0104318204767,341.7388469337443,368.10218999229346,395.4380675416278,543.1541015953958,96.93983278488668,136.1184945342652,165.42824959343625,192.0424414291124,217.29973932566008,240.46383748081644,386.72758832027057,25.103938855895308,44.95493350340803,65.61991882780535,83.21542555897963,100.64509289201465,116.10553575689528,237.53284193139507,3.4445317272750344,10.72486712326014,20.973880149675892,31.762395423538123,43.8643037578081,55.19234626413402,160.34083407110143,0.25137621076690486,1.8712440049841916,5.333655905748287,10.153079820304242,16.60315264917483,23.389144906663375,103.04166407015532,0.006735781931426765,0.22834160395937175,1.1133530475715219,2.7991556471335173,5.673705703333013,8.89704133546877,63.35994526366619
901.226731348339,907.2378703273766,918.9440457267283,932.1044040564284,947.8937976430566,963.4086542892633,1053.7775979633207,678.0394447683352,691.5307269925424,710.6467918727822,730.6834821290013,752.7677670477028,772.5623300164834,886.8668767958875,461.3231961014708,487.7349744677408,515.8859155418882,544.0800201895404,572.554848401493,599.1862026549215,733.5745959057599,265.0439912295269,307.1438092418739,342.7424858402146,378.42470254579257,413.39068411486414,445.4932197829944,596.6870546937375,112.33746638035564,159.21738706265614,191.02735696440004,221.42398735238294,250.58379430718833,275.68453240525014,432.6093916746165,33.22252349970688,59.9804547446322,80.50229834068841,99.60398307035211,115.44482428033484,132.29160909439315,269.49085446129857,6.338091061287884,18.036153332735864,29.411370242198927,42.24622554857103,53.9417568379921,67.37711016773528,189.6314755464307,0.7955428856461353,4.424751928935223,9.051703466961612,15.56645354843073,22.53506068635926,31.417688774595604,127.69911840142231,0.04987707503629979,0.8450440939989861,2.4422624164604088,5.176756791169112,8.758660125044486,13.36156232264426,82.3737703415552
